Country,Subregion,ISO,Start_Year,event_count,total_deaths,total_affected,total_damage,unique_types,storm_count,earthquake_count,epidemic_count,flood_count,extreme_temperature_count,mass_movement_wet_count,volcanic_activity_count,other_count,drought_count,wildfire_count,prev_year_count,prev_total_deaths,prev_total_affected,prev_total_damage,log_prev_total_deaths,log_prev_total_affected,log_prev_total_damage,High_Occurrence
Tajikistan,Central Asia,TJK,2021,3,24.0,25410.0,135462.0,3,0,1,0,1,0,1,0,0,0,0,1,2.0,2690.0,107022.0,1.0986122886681096,7.897668150726906,11.580799043615928,1
Tajikistan,Central Asia,TJK,2023,2,28.0,22205.0,211499.5,2,0,1,0,1,0,0,0,0,0,0,3,24.0,25410.0,135462.0,3.2188758248682006,10.142937430124647,11.81645381928285,1
Tajikistan,Central Asia,TJK,2024,1,3.0,40.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,2,28.0,22205.0,211499.5,3.367295829986474,10.008117801614212,12.26198264153187,0
Thailand,South-eastern Asia,THA,2001,6,239.0,465389.0,468993.0,2,1,0,0,5,0,0,0,0,0,0,6,217.0,3366966.0,503763.5,5.384495062789089,15.02952289708538,13.129864175947882,1
Thailand,South-eastern Asia,THA,2002,6,258.0,8354124.0,295003.5,4,2,0,0,2,0,1,0,0,1,0,6,239.0,465389.0,468993.0,5.480638923341991,13.050631042726486,13.05834525416961,1
Thailand,South-eastern Asia,THA,2003,5,47.0,132704.0,350118.5,3,1,0,1,3,0,0,0,0,0,0,6,258.0,8354124.0,295003.5,5.556828061699537,15.938265986819342,12.594745889442901,1
Thailand,South-eastern Asia,THA,2004,7,8375.0,583167.0,2380870.5,4,2,1,0,3,0,1,0,0,0,0,5,47.0,132704.0,350118.5,3.8712010109078907,11.795883898585595,12.766029803763555,1
Thailand,South-eastern Asia,THA,2005,6,142.0,2924343.0,1385808.5,4,2,0,0,2,0,0,0,0,1,1,7,8375.0,583167.0,2380870.5,9.033125752550372,13.27623058848669,14.682977155092004,1
Thailand,South-eastern Asia,THA,2006,3,299.0,2557308.0,161391.0,1,0,0,0,3,0,0,0,0,0,0,6,142.0,2924343.0,1385808.5,4.962844630259907,14.888580739990758,14.141795003397988,0
Thailand,South-eastern Asia,THA,2007,5,72.0,203000.0,430357.0,1,0,0,0,5,0,0,0,0,0,0,3,299.0,2557308.0,161391.0,5.703782474656201,14.754466091712116,11.991591467294617,1
Thailand,South-eastern Asia,THA,2008,6,119.0,11587557.0,599772.0,3,2,0,0,3,0,0,0,0,1,0,5,72.0,203000.0,430357.0,4.290459441148391,12.220966184120165,12.972372699424996,1
Thailand,South-eastern Asia,THA,2009,1,15.0,200000.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,6,119.0,11587557.0,599772.0,4.787491742782046,16.265442494237465,13.304306529278838,0
Thailand,South-eastern Asia,THA,2010,3,297.0,15454135.0,942579.5,3,0,0,1,1,0,0,0,0,1,0,1,15.0,200000.0,107022.0,2.772588722239781,12.206077645517674,11.580799043615928,0
Thailand,South-eastern Asia,THA,2011,5,923.0,11253854.0,56526626.0,4,1,1,1,2,0,0,0,0,0,0,3,297.0,15454135.0,942579.5,5.697093486505405,16.553387227747542,13.756376605797563,1
Thailand,South-eastern Asia,THA,2012,2,56.0,12235545.0,108662.0,2,0,0,0,1,0,0,0,0,1,0,5,923.0,11253854.0,56526626.0,6.828712071641684,16.236221294584556,17.85022235943808,0
Thailand,South-eastern Asia,THA,2013,3,103.0,3535254.0,886676.0,1,0,0,0,3,0,0,0,0,0,0,2,56.0,12235545.0,108662.0,4.04305126783455,16.319855879935936,11.596006628780161,0
Thailand,South-eastern Asia,THA,2014,8,161.0,3250811.0,968893.0,5,1,1,0,4,1,0,0,0,1,0,3,103.0,3535254.0,886676.0,4.6443908991413725,15.078295990496157,13.695236046157202,1
Thailand,South-eastern Asia,THA,2015,2,40.0,2101440.0,4368249.0,2,1,0,0,0,0,0,0,0,1,0,8,161.0,3250811.0,968893.0,5.087596335232384,14.994415369253414,13.783910493764386,0
Thailand,South-eastern Asia,THA,2016,4,35.0,813943.0,387191.0,2,0,0,0,3,1,0,0,0,0,0,2,40.0,2101440.0,4368249.0,3.713572066704308,14.558133857848802,15.289873029201285,0
Thailand,South-eastern Asia,THA,2017,6,174.0,3819058.0,1976306.0,2,2,0,0,4,0,0,0,0,0,0,4,35.0,813943.0,387191.0,3.58351893845611,13.609646846549323,12.86667597301409,1
Thailand,South-eastern Asia,THA,2019,3,63.0,2978885.0,568790.0,3,1,0,0,1,0,0,0,0,1,0,6,174.0,3819058.0,1976306.0,5.1647859739235145,15.155514615158754,14.496740509594625,0
Thailand,South-eastern Asia,THA,2020,7,44.0,1224884.0,579077.0,2,4,0,0,3,0,0,0,0,0,0,3,63.0,2978885.0,568790.0,4.1588830833596715,14.90705996308806,13.251268334561177,1
Thailand,South-eastern Asia,THA,2021,6,73.0,958594.0,1209698.0,2,1,0,0,5,0,0,0,0,0,0,7,44.0,1224884.0,579077.0,3.8066624897703196,14.018357520003171,13.269192462507785,1
Thailand,South-eastern Asia,THA,2022,11,116.0,1381745.0,1064984.0,2,2,0,0,9,0,0,0,0,0,0,6,73.0,958594.0,1209698.0,4.304065093204169,13.773223949754152,14.005882126296362,1
Thailand,South-eastern Asia,THA,2023,3,37.0,271323.0,311481.0,2,1,0,0,2,0,0,0,0,0,0,11,116.0,1381745.0,1064984.0,4.762173934797756,14.138858474811638,13.878471272519432,0
Thailand,South-eastern Asia,THA,2024,7,189.0,786668.0,1603987.0,3,4,0,0,2,1,0,0,0,0,0,3,37.0,271323.0,311481.0,3.6375861597263857,12.511068957690544,12.649096830628315,1
Timor-Leste,South-eastern Asia,TLS,2003,2,22.0,1050.0,214044.0,1,0,0,0,2,0,0,0,0,0,0,1,1.0,2508.0,107022.0,0.6931471805599453,7.827639546366422,11.580799043615928,1
Timor-Leste,South-eastern Asia,TLS,2005,1,22.0,336.0,100642.5,1,0,0,1,0,0,0,0,0,0,0,2,22.0,1050.0,214044.0,3.1354942159291497,6.957497370876951,12.273941552272001,1
Timor-Leste,South-eastern Asia,TLS,2006,1,12.0,8730.0,97437.0,1,1,0,0,0,0,0,0,0,0,0,1,22.0,336.0,100642.5,3.1354942159291497,5.820082930352362,11.51933984875403,1
Timor-Leste,South-eastern Asia,TLS,2007,2,38.0,2100947.0,471353.0,2,0,0,0,1,0,0,0,0,1,0,1,12.0,8730.0,97437.0,2.5649493574615367,9.074635189810808,11.486971557281514,1
Timor-Leste,South-eastern Asia,TLS,2014,1,2.0,197.0,100642.5,1,0,0,1,0,0,0,0,0,0,0,2,38.0,2100947.0,471353.0,3.6635616461296463,14.557899229401857,13.06336468305115,1
Timor-Leste,South-eastern Asia,TLS,2015,1,7.0,2003.0,5294.0,1,0,1,0,0,0,0,0,0,0,0,1,2.0,197.0,100642.5,1.0986122886681096,5.288267030694535,11.51933984875403,1
Timor-Leste,South-eastern Asia,TLS,2016,1,37.0,120000.0,364331.0,1,0,0,0,0,0,0,0,0,1,0,1,7.0,2003.0,5294.0,2.0794415416798357,7.602900462204755,8.574518258035507,1
Timor-Leste,South-eastern Asia,TLS,2020,1,3.0,9131.0,24241.0,1,0,0,0,1,0,0,0,0,0,0,1,37.0,120000.0,364331.0,3.6375861597263857,11.695255355062795,12.805820818831537,1
Timor-Leste,South-eastern Asia,TLS,2021,1,41.0,143670.0,97437.0,1,1,0,0,0,0,0,0,0,0,0,1,3.0,9131.0,24241.0,1.3862943611198906,9.119540007649686,10.095841945030458,1
Timor-Leste,South-eastern Asia,TLS,2022,1,20.0,1353.0,100642.5,1,0,0,1,0,0,0,0,0,0,0,1,41.0,143670.0,97437.0,3.7376696182833684,11.875281242375891,11.486971557281514,1
Türkiye,Western Asia,TUR,2001,7,64.0,8831.0,578508.5,4,0,2,0,3,1,1,0,0,0,0,5,23.0,25730.0,612138.5,3.1780538303479458,10.155451769658532,13.32471547669629,1
Türkiye,Western Asia,TUR,2002,3,86.0,269727.0,370132.0,3,1,1,0,1,0,0,0,0,0,0,7,64.0,8831.0,578508.5,4.174387269895637,9.086136768516877,13.268210247261498,1
Türkiye,Western Asia,TUR,2003,3,191.0,290930.0,439159.0,1,0,3,0,0,0,0,0,0,0,0,3,86.0,269727.0,370132.0,4.465908118654584,12.505169322797208,12.821617679489792,1
Türkiye,Western Asia,TUR,2004,9,86.0,108152.0,910441.5,4,3,3,0,2,1,0,0,0,0,0,3,191.0,290930.0,439159.0,5.2574953720277815,12.580841404635741,12.992619090348668,1
Türkiye,Western Asia,TUR,2005,8,76.0,40603.0,736133.0,5,1,3,0,2,1,1,0,0,0,0,9,86.0,108152.0,910441.5,4.465908118654584,11.59130217024752,13.721686024041398,1
Türkiye,Western Asia,TUR,2006,3,79.0,83237.0,700935.5,2,0,0,1,2,0,0,0,0,0,0,8,76.0,40603.0,736133.0,4.343805421853684,10.611621862904322,13.509167446356544,1
Türkiye,Western Asia,TUR,2007,4,19.0,8286.0,411720.0,2,0,0,0,3,1,0,0,0,0,0,3,79.0,83237.0,700935.5,4.382026634673881,11.32945925330878,13.460172577034925,1
Türkiye,Western Asia,TUR,2008,1,2.0,300.0,328495.5,1,0,0,0,0,0,0,0,0,0,1,4,19.0,8286.0,411720.0,2.995732273553991,9.022443300849043,12.928101214472676,0
Türkiye,Western Asia,TUR,2009,3,58.0,35137.0,931779.5,2,0,0,0,2,0,1,0,0,0,0,1,2.0,300.0,328495.5,1.0986122886681096,5.707110264748875,12.702281462359936,1
Türkiye,Western Asia,TUR,2010,2,64.0,3806.0,125043.0,2,0,1,0,0,0,1,0,0,0,0,3,58.0,35137.0,931779.5,4.07753744390572,10.467038444924999,13.74485255090825,0
Türkiye,Western Asia,TUR,2011,3,647.0,43164.0,2536572.5,1,0,3,0,0,0,0,0,0,0,0,2,64.0,3806.0,125043.0,4.174387269895637,8.244596756382498,11.736420954346972,1
Türkiye,Western Asia,TUR,2012,1,13.0,20000.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,3,647.0,43164.0,2536572.5,6.473890696352274,10.672785260669624,14.746324712505782,0
Türkiye,Western Asia,TUR,2014,1,7.0,324.0,104477.5,1,0,1,0,0,0,0,0,0,0,0,1,13.0,20000.0,107022.0,2.639057329615259,9.90353755128617,11.580799043615928,0
Türkiye,Western Asia,TUR,2015,1,8.0,6500.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,1,7.0,324.0,104477.5,2.0794415416798357,5.783825182329737,11.556736587592496,0
Türkiye,Western Asia,TUR,2017,2,19.0,630.0,872320.5,2,1,1,0,0,0,0,0,0,0,0,1,8.0,6500.0,107022.0,2.1972245773362196,8.77971129020447,11.580799043615928,0
Türkiye,Western Asia,TUR,2018,1,24.0,100.0,20565.5,1,0,0,0,0,0,1,0,0,0,0,2,19.0,630.0,872320.5,2.995732273553991,6.447305862541213,13.67891332760123,0
Türkiye,Western Asia,TUR,2019,4,19.0,16743.0,425543.5,2,0,1,0,3,0,0,0,0,0,0,1,24.0,100.0,20565.5,3.2188758248682006,4.61512051684126,9.93141881746482,1
Türkiye,Western Asia,TUR,2020,10,240.0,107810.0,1841397.0,4,1,5,0,3,0,1,0,0,0,0,4,19.0,16743.0,425543.5,2.995732273553991,9.725795264125836,12.961124804370876,1
Türkiye,Western Asia,TUR,2021,3,82.0,568248.0,630921.0,2,0,0,0,2,0,0,0,0,0,1,10,240.0,107810.0,1841397.0,5.484796933490655,11.58813497306755,14.426035623705173,1
Türkiye,Western Asia,TUR,2022,3,24.0,3421.0,267638.0,2,0,1,0,2,0,0,0,0,0,0,3,82.0,568248.0,630921.0,4.418840607796598,13.250314981924415,13.354937520570392,1
Türkiye,Western Asia,TUR,2023,8,53057.0,16156879.0,35636859.0,3,3,3,0,2,0,0,0,0,0,0,3,24.0,3421.0,267638.0,3.2188758248682006,8.137980454452139,12.497394336527496,1
Türkiye,Western Asia,TUR,2024,3,24.0,4150.0,539995.0,3,0,1,0,1,0,0,0,0,0,1,8,53057.0,16156879.0,35636859.0,10.87914093380379,16.597856523110014,17.388891053430793,1
United Arab Emirates,Western Asia,ARE,2024,2,23.0,20346.0,214044.0,1,0,0,0,2,0,0,0,0,0,0,1,19.0,188.0,107022.0,2.995732273553991,5.241747015059643,11.580799043615928,1
Uzbekistan,Central Asia,UZB,2005,1,19.0,1500.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,1,37.0,600000.0,91083.0,3.6375861597263857,13.304686600863562,11.419537436648556,1
Uzbekistan,Central Asia,UZB,2011,1,13.0,86.0,104477.5,1,0,1,0,0,0,0,0,0,0,0,1,19.0,1500.0,107022.0,2.995732273553991,7.313886831633462,11.580799043615928,1
Uzbekistan,Central Asia,UZB,2020,1,4.0,70060.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,1,13.0,86.0,104477.5,2.639057329615259,4.465908118654584,11.556736587592496,1
Uzbekistan,Central Asia,UZB,2021,1,8.0,6.0,20565.5,1,0,0,0,0,0,1,0,0,0,0,1,4.0,70060.0,107022.0,1.6094379124341003,11.157121570129487,11.580799043615928,1
Uzbekistan,Central Asia,UZB,2022,1,5.0,165.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,1,8.0,6.0,20565.5,2.1972245773362196,1.9459101490553132,9.93141881746482,1
Viet Nam,South-eastern Asia,VNM,2001,7,411.0,1809090.0,518579.0,2,3,0,0,4,0,0,0,0,0,0,11,640.0,5039580.0,961045.0,6.46302945692067,15.432833501671018,13.775777553612262,1
Viet Nam,South-eastern Asia,VNM,2002,6,203.0,2735149.0,824119.5,4,1,0,0,3,0,0,0,0,1,1,7,411.0,1809090.0,518579.0,6.021023349349527,14.408335067147606,13.158849585974739,0
Viet Nam,South-eastern Asia,VNM,2003,5,155.0,421849.0,377127.5,3,1,0,1,3,0,0,0,0,0,0,6,203.0,2735149.0,824119.5,5.318119993844216,14.821696836941255,13.622072036063972,0
Viet Nam,South-eastern Asia,VNM,2004,6,189.0,536223.0,297717.5,3,2,0,0,3,0,1,0,0,0,0,5,155.0,421849.0,377127.5,5.049856007249537,12.952405079593772,12.840341257160755,0
Viet Nam,South-eastern Asia,VNM,2005,11,380.0,870136.0,968483.5,4,4,0,1,5,0,0,0,0,1,0,6,189.0,536223.0,297717.5,5.247024072160486,13.192307263200451,12.603903688170144,1
Viet Nam,South-eastern Asia,VNM,2006,11,579.0,3403810.0,2323488.0,2,6,0,0,5,0,0,0,0,0,0,11,380.0,870136.0,968483.5,5.942799375126701,13.676405949497836,13.783487757571022,1
Viet Nam,South-eastern Asia,VNM,2007,7,353.0,1648629.5,1691821.5,3,1,0,1,5,0,0,0,0,0,0,11,579.0,3403810.0,2323488.0,6.363028103540465,15.04040624421973,14.658580493258821,1
Viet Nam,South-eastern Asia,VNM,2008,10,411.0,823553.0,1399771.0,2,5,0,0,5,0,0,0,0,0,0,7,353.0,1648629.5,1691821.5,5.869296913133774,14.315455501236048,14.341316908207993,1
Viet Nam,South-eastern Asia,VNM,2009,6,368.0,3731861.0,1792109.5,3,3,0,0,2,0,1,0,0,0,0,10,411.0,823553.0,1399771.0,6.021023349349527,13.621384400220458,14.151819924179966,0
Viet Nam,South-eastern Asia,VNM,2010,7,221.0,1524433.0,1111199.0,2,3,0,0,4,0,0,0,0,0,0,6,368.0,3731861.0,1792109.5,5.910796644040527,15.132417862773726,14.39890453356236,1
Viet Nam,South-eastern Asia,VNM,2011,5,150.0,1376047.0,607305.0,2,2,0,0,3,0,0,0,0,0,0,7,221.0,1524433.0,1111199.0,5.402677381872279,14.23713375159037,13.920951070422271,0
Viet Nam,South-eastern Asia,VNM,2012,4,72.0,356512.0,606785.0,2,3,0,0,1,0,0,0,0,0,0,5,150.0,1376047.0,607305.0,5.017279836814924,14.134726180587933,13.31678806163268,0
Viet Nam,South-eastern Asia,VNM,2013,10,215.0,4164445.0,2518921.0,2,4,0,0,6,0,0,0,0,0,0,4,72.0,356512.0,606785.0,4.290459441148391,12.784125983809782,13.315931454338015,1
Viet Nam,South-eastern Asia,VNM,2014,3,50.0,48075.0,111615.0,1,3,0,0,0,0,0,0,0,0,0,10,215.0,4164445.0,2518921.0,5.375278407684165,15.242093811530758,14.739341590186813,0
Viet Nam,South-eastern Asia,VNM,2015,5,89.0,1779615.0,9408276.0,3,2,0,0,2,0,0,0,0,1,0,3,50.0,48075.0,111615.0,3.9318256327243257,10.78053837107268,11.622819687828597,0
Viet Nam,South-eastern Asia,VNM,2016,9,189.0,2503129.0,1313956.5,3,4,0,1,4,0,0,0,0,0,0,5,89.0,1779615.0,9408276.0,4.499809670330265,14.391908168658054,16.057100391714318,1
Viet Nam,South-eastern Asia,VNM,2017,9,284.0,5133216.0,4154391.0,2,4,0,0,5,0,0,0,0,0,0,9,189.0,2503129.0,1313956.5,5.247024072160486,14.733052506739988,14.08855413351579,1
Viet Nam,South-eastern Asia,VNM,2018,7,134.0,298156.0,563237.0,2,4,0,0,3,0,0,0,0,0,0,9,284.0,5133216.0,4154391.0,5.652489180268651,15.45124311612129,15.239676645841222,1
Viet Nam,South-eastern Asia,VNM,2019,8,88.0,833732.0,858908.0,3,2,0,0,5,0,0,0,0,1,0,7,134.0,298156.0,563237.0,4.90527477843843,12.605375472390689,13.241457553140773,1
Viet Nam,South-eastern Asia,VNM,2020,11,322.0,2212470.0,2149616.0,2,10,0,0,1,0,0,0,0,0,0,8,88.0,833732.0,858908.0,4.48863636973214,13.633668486198998,13.663418258218453,1
Viet Nam,South-eastern Asia,VNM,2021,8,47.0,412743.0,546618.0,2,5,0,0,3,0,0,0,0,0,0,11,322.0,2212470.0,2149616.0,5.777652323222656,14.609620548433687,14.58080024470023,1
Viet Nam,South-eastern Asia,VNM,2022,8,79.0,535165.0,694242.0,2,3,0,0,5,0,0,0,0,0,0,8,47.0,412743.0,546618.0,3.8712010109078907,12.930582825032259,13.211507312208605,1
Viet Nam,South-eastern Asia,VNM,2023,6,49.0,305153.0,622962.0,2,2,0,0,4,0,0,0,0,0,0,8,79.0,535165.0,694242.0,4.382026634673881,13.190332258124975,13.450577322295024,0
Viet Nam,South-eastern Asia,VNM,2024,10,466.0,4039068.0,2551152.5,5,6,0,0,1,1,1,0,0,1,0,6,49.0,305153.0,622962.0,3.912023005428146,12.628571846194118,13.342242405957778,1
Yemen,Western Asia,YEM,2001,3,63.0,48800.0,301896.0,2,2,0,0,1,0,0,0,0,0,0,1,32.0,289.0,100642.5,3.4965075614664802,5.66988092298052,11.51933984875403,1
Yemen,Western Asia,YEM,2002,4,53.0,60700.0,428088.0,1,0,0,0,4,0,0,0,0,0,0,3,63.0,48800.0,301896.0,4.1588830833596715,10.795506083434564,12.617841178580305,1
Yemen,Western Asia,YEM,2003,1,15.0,20000.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,4,53.0,60700.0,428088.0,3.9889840465642745,11.013715451376466,12.967086396871826,0
Yemen,Western Asia,YEM,2005,4,118.0,911.0,335252.0,3,0,0,1,2,0,1,0,0,0,0,1,15.0,20000.0,107022.0,2.772588722239781,9.90353755128617,11.580799043615928,1
Yemen,Western Asia,YEM,2006,2,30.0,2320.0,214044.0,1,0,0,0,2,0,0,0,0,0,0,4,118.0,911.0,335252.0,4.77912349311153,6.815639990074331,12.722640749649749,0
Yemen,Western Asia,YEM,2007,4,99.0,22633.0,344219.0,2,0,0,0,3,0,0,1,0,0,0,2,30.0,2320.0,214044.0,3.4339872044851463,7.749753406274437,12.273941552272001,1
Yemen,Western Asia,YEM,2008,1,90.0,25064.0,582787.0,1,0,0,0,1,0,0,0,0,0,0,4,99.0,22633.0,344219.0,4.605170185988092,10.027208479525887,12.749036266823971,0
Yemen,Western Asia,YEM,2009,1,11.0,300.0,20565.5,1,0,0,0,0,0,1,0,0,0,0,1,90.0,25064.0,582787.0,4.51085950651685,10.129227729697604,13.275578762837258,0
Yemen,Western Asia,YEM,2010,2,22.0,21002.0,214044.0,1,0,0,0,2,0,0,0,0,0,0,1,11.0,300.0,20565.5,2.4849066497880004,5.707110264748875,9.93141881746482,0
Yemen,Western Asia,YEM,2013,1,40.0,49092.0,107022.0,1,0,0,0,1,0,0,0,0,0,0,2,22.0,21002.0,214044.0,3.1354942159291497,9.952420563645306,12.273941552272001,0
Yemen,Western Asia,YEM,2015,3,29.0,128091.0,462776.5,2,2,0,1,0,0,0,0,0,0,0,1,40.0,49092.0,107022.0,3.713572066704308,10.80147173742764,11.580799043615928,1
Yemen,Western Asia,YEM,2016,3,51.0,29950.0,228230.0,3,0,0,1,1,0,1,0,0,0,0,3,29.0,128091.0,462776.5,3.4011973816621555,11.760504034724676,13.045001656006585,1
Yemen,Western Asia,YEM,2017,3,116.0,1333.5,308307.0,2,0,0,2,1,0,0,0,0,0,0,3,51.0,29950.0,228230.0,3.9512437185814275,10.307317991967832,12.338113552933256,1
Yemen,Western Asia,YEM,2018,2,49.0,15874.0,194874.0,1,2,0,0,0,0,0,0,0,0,0,3,116.0,1333.5,308307.0,4.762173934797756,7.1963119688445785,12.638854562288795,0
Yemen,Western Asia,YEM,2019,5,958.0,621528.0,522351.0,2,0,0,2,3,0,0,0,0,0,0,2,49.0,15874.0,194874.0,3.912023005428146,9.672500823760892,12.180113606360077,1
Yemen,Western Asia,YEM,2020,4,202.0,193374.0,238284.0,1,0,0,0,4,0,0,0,0,0,0,5,958.0,621528.0,522351.0,6.8658910748834385,13.339937850147596,13.166096969108711,1
Yemen,Western Asia,YEM,2021,2,46.0,228208.0,214044.0,1,0,0,0,2,0,0,0,0,0,0,4,202.0,193374.0,238284.0,5.313205979041787,12.172386587875367,12.381222715239105,0
Yemen,Western Asia,YEM,2022,3,109.0,219400.0,321066.0,1,0,0,0,3,0,0,0,0,0,0,2,46.0,228208.0,214044.0,3.8501476017100584,12.33801715472093,12.273941552272001,1
Yemen,Western Asia,YEM,2023,2,255.0,308333.0,204459.0,2,1,0,0,1,0,0,0,0,0,0,3,109.0,219400.0,321066.0,4.700480365792417,12.29865638469802,12.679405103074025,0
Yemen,Western Asia,YEM,2024,5,1041.0,1053160.0,528730.5,2,0,0,1,4,0,0,0,0,0,0,2,255.0,308333.0,204459.0,5.545177444479562,12.638938889986278,12.228127636311005,1
