Disaster_Subgroup,Disaster_Type,Disaster_Subtype,ISO,Country,Subregion,Magnitude,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Total_Deaths,No_Injured,No_Affected,Total_Affected,Total_Damage_Adj,CPI
Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,56920.0,2007,7,23.0,2007,7,2.0,214.0,48.0,640658.0,640706.0,3631.0,66.09810296587726
Meteorological,Storm,Hail,CHN,China,Eastern Asia,144.0,2006,4,26.0,2006,4,28.0,17.0,58.0,40000.0,6458.0,438809.0,64.26483221973469
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,29905.0,2007,7,,2007,7,,58.0,21.0,5000.0,5000.0,107022.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,PAK,Pakistan,Southern Asia,144.0,2007,6,26.0,2007,6,6.0,242.0,52.0,1650000.0,1650000.0,2450902.0,66.09810296587726
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,106600.0,2007,7,1.0,2007,7,6.0,62.0,21.0,10000.0,10000.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,74890.0,2007,6,18.0,2007,6,26.0,15.0,21.0,200000.0,200000.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,34350.0,2007,5,15.0,2007,5,5.0,4.0,21.0,60000.0,60000.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,1800.0,2007,1,31.0,2007,1,22.0,68.0,1.0,217086.0,217087.0,1469029.0,66.09810296587726
Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,10420.0,2007,1,12.0,2007,1,14.0,18.0,21.0,35000.0,35000.0,107022.0,66.09810296587726
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,6.3,2006,12,1.0,2006,12,1.0,1.0,14.0,12426.0,114.0,104477.5,64.26483221973469
Meteorological,Storm,Storm (General),JPN,Japan,Eastern Asia,144.0,2006,1,21.0,2006,1,24.0,1.0,246.0,40000.0,246.0,97437.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,144.0,2006,4,8.0,2006,4,8.0,22.0,500.0,40000.0,1500.0,97437.0,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,29905.0,2006,5,4.0,2006,5,8.0,16.0,21.0,25450.0,7000.0,88695.0,64.26483221973469
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,29905.0,2006,12,,2006,12,,20.0,21.0,25450.0,20000.0,107022.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2006,11,30.0,2006,11,8.0,95.0,1360.0,975000.0,1226360.0,709564.0,64.26483221973469
Hydrological,Flood,Coastal flood,PRK,Democratic People's Republic of Korea,Eastern Asia,29905.0,2006,10,21.0,2006,10,25.0,19.0,14.0,7310.0,7324.0,107022.0,64.26483221973469
Meteorological,Storm,Tornado,JPN,Japan,Eastern Asia,144.0,2006,11,,2006,11,,9.0,21.0,87.0,207.0,97437.0,64.26483221973469
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,40090.0,2006,10,26.0,2006,10,4.0,47.0,21.0,225000.0,225000.0,107022.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,230.0,2006,10,30.0,2006,10,1.0,34.0,58.0,282963.0,283021.0,14124.0,64.26483221973469
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,5000.0,2006,11,16.0,2006,11,20.0,166.0,5.0,17575.0,17580.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,24770.0,2006,10,6.0,2006,10,12.0,27.0,4.0,20000.0,20004.0,107022.0,64.26483221973469
Hydrological,Flood,Flash flood,VNM,Viet Nam,South-eastern Asia,560.0,2006,7,9.0,2006,7,11.0,4.0,100.0,25450.0,100.0,1556.0,64.26483221973469
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,175800.0,2006,8,20.0,2006,8,13.0,164.0,21.0,2212413.0,2212413.0,15467.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,148.0,2006,9,27.0,2006,9,6.0,71.0,525.0,1368720.0,1467925.0,970982.0,64.26483221973469
Hydrological,Mass movement (wet),Landslide (wet),NPL,Nepal,Southern Asia,0.0,2006,8,26.0,2006,8,13.0,147.0,13.0,1275.5,80000.0,20565.5,64.26483221973469
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,4.9,2006,6,20.0,2006,6,20.0,7.0,5.0,125.0,130.0,104477.5,64.26483221973469
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,29905.0,2006,8,10.0,2006,8,1.0,60.0,21.0,25450.0,20000.0,107022.0,64.26483221973469
Geophysical,Volcanic activity,Ash fall,PHL,Philippines,South-eastern Asia,0.0,2006,8,13.0,2006,8,13.0,10.0,46.5,43849.0,43849.0,23153.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2006,7,24.0,2006,7,28.0,109.0,52.0,6531000.0,6531000.0,571074.0,64.26483221973469
Hydrological,Mass movement (wet),Avalanche (wet),PHL,Philippines,South-eastern Asia,0.0,2006,8,13.0,2006,8,13.0,6.0,13.0,1200.0,1200.0,20565.5,64.26483221973469
Hydrological,Flood,Flash flood,VNM,Viet Nam,South-eastern Asia,29905.0,2006,7,18.0,2006,7,18.0,12.0,21.0,25450.0,2000.0,107022.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2006,6,30.0,2006,6,2.0,8.0,52.0,476027.0,476027.0,1004.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2006,8,2.0,2006,8,6.0,6.0,52.0,15000.0,15000.0,210068.0,64.26483221973469
Hydrological,Mass movement (wet),Landslide (wet),NPL,Nepal,Southern Asia,0.0,2006,8,3.0,2006,8,3.0,10.0,13.0,1275.5,300.0,20565.5,64.26483221973469
Geophysical,Earthquake,Ground movement,AFG,Afghanistan,Southern Asia,5.6,2006,7,29.0,2006,7,29.0,1.0,89.0,740.0,935.0,104477.5,64.26483221973469
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,42570.0,2006,7,24.0,2006,7,22.0,40.0,21.0,2000.0,2000.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,47020.0,2006,5,31.0,2006,5,24.0,21.0,21.0,504000.0,504000.0,107022.0,64.26483221973469
Geophysical,Earthquake,Tsunami,IDN,Indonesia,South-eastern Asia,7.7,2006,7,17.0,2006,7,17.0,802.0,543.0,35000.0,35543.0,85583.0,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,20120.0,2006,7,7.0,2006,7,11.0,10.0,21.0,1400000.0,1400000.0,48238.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2006,7,11.0,2006,7,19.0,17.0,52.0,40000.0,2000.0,97437.0,64.26483221973469
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,29905.0,2006,5,31.0,2006,5,24.0,19.0,21.0,76000.0,76000.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,109600.0,2006,6,28.0,2006,6,8.0,42.0,9.0,10000.0,10009.0,17117.0,64.26483221973469
Hydrological,Flood,Riverine flood,TUR,Türkiye,Western Asia,69640.0,2006,7,1.0,2006,7,3.0,12.0,21.0,25450.0,20000.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,107400.0,2006,5,24.0,2006,5,31.0,3.0,35.0,25450.0,350035.0,107022.0,64.26483221973469
Geophysical,Earthquake,Tsunami,IDN,Indonesia,South-eastern Asia,6.7,2006,3,14.0,2006,3,14.0,3.0,2.0,1200.0,1202.0,104477.5,64.26483221973469
Hydrological,Mass movement (wet),Mudslide,TJK,Tajikistan,Central Asia,0.0,2006,4,24.0,2006,4,8.0,1.0,13.0,13000.0,13000.0,20565.5,64.26483221973469
Meteorological,Extreme temperature,Heat wave,PAK,Pakistan,Southern Asia,50.0,2006,5,,2006,5,,84.0,100.0,75000.0,100.0,90654.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2006,5,17.0,2006,5,17.0,204.0,52.0,600000.0,600000.0,97437.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,185.0,2006,5,11.0,2006,5,12.0,41.0,52.0,42000.0,42000.0,5179.0,64.26483221973469
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,18310.0,2006,5,8.0,2006,5,13.0,14.0,21.0,2800.0,2800.0,24897.0,64.26483221973469
Hydrological,Flood,Flash flood,IND,India,Southern Asia,190900.0,2006,4,15.0,2006,4,18.0,20.0,21.0,25450.0,20000.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,29905.0,2006,4,9.0,2006,4,11.0,21.0,461.0,25450.0,10461.0,518168.0,64.26483221973469
Hydrological,Flood,Flash flood,BGD,Bangladesh,Southern Asia,12730.0,2005,5,25.0,2005,5,28.0,13.0,21.0,50000.0,50000.0,107022.0,62.25647852982311
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,19040.0,2006,4,19.0,2006,4,23.0,22.0,2.0,400.0,402.0,107022.0,64.26483221973469
Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,630.0,2006,3,4.0,2006,3,6.0,1.0,21.0,1000.0,1000.0,107022.0,64.26483221973469
Meteorological,Storm,Blizzard/Winter storm,AFG,Afghanistan,Southern Asia,144.0,2006,2,,2006,2,,42.0,52.0,40000.0,14400.0,97437.0,64.26483221973469
Hydrological,Flood,Riverine flood,IRQ,Iraq,Western Asia,77640.0,2006,2,4.0,2006,2,12.0,19.0,21.0,41890.0,41890.0,2023.0,64.26483221973469
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,4.6,2006,1,12.0,2006,1,12.0,7.0,1.0,12426.0,68761.0,10737.0,64.26483221973469
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2006,1,1.0,2006,1,4.0,156.0,13.0,1275.5,8313.0,42014.0,64.26483221973469
Climatological,Drought,Drought,KHM,Cambodia,South-eastern Asia,3500.0,2005,4,,2005,4,,37.0,45.5,600000.0,600000.0,364331.0,62.25647852982311
Climatological,Drought,Drought,THA,Thailand,South-eastern Asia,21600.0,2005,1,,2005,1,,37.0,45.5,2100000.0,2100000.0,674629.0,62.25647852982311
Geophysical,Earthquake,Ground movement,AFG,Afghanistan,Southern Asia,6.5,2005,12,13.0,2005,12,13.0,5.0,1.0,500.0,501.0,104477.5,62.25647852982311
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,54540.0,2005,9,8.0,2005,9,29.0,39.0,21.0,30000.0,30000.0,107022.0,62.25647852982311
Hydrological,Mass movement (wet),Avalanche (wet),NPL,Nepal,Southern Asia,0.0,2005,10,20.0,2005,10,20.0,18.0,13.0,1275.5,300.0,20565.5,62.25647852982311
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,29905.0,2005,7,5.0,2005,7,14.0,42.0,20.0,58000.0,58020.0,107022.0,62.25647852982311
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.2,2005,8,5.0,2005,8,5.0,7.0,9.0,18500.0,18509.0,104477.5,62.25647852982311
Meteorological,Storm,Storm (General),KOR,Republic of Korea,Eastern Asia,144.0,2005,12,22.0,2005,12,25.0,1.0,52.0,40000.0,14400.0,257001.0,62.25647852982311
Hydrological,Mass movement (wet),Avalanche (wet),PAK,Pakistan,Southern Asia,0.0,2005,12,27.0,2005,12,27.0,24.0,13.0,1275.5,300.0,20565.5,62.25647852982311
Hydrological,Flood,Flash flood,SAU,Saudi Arabia,Western Asia,29905.0,2005,4,28.0,2005,4,28.0,34.0,21.0,25450.0,20000.0,107022.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2005,9,18.0,2005,9,19.0,8.0,52.0,8500.0,8500.0,32125.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,133.0,2005,9,27.0,2005,9,30.0,75.0,28.0,337632.0,337660.0,352172.0,62.25647852982311
Hydrological,Mass movement (wet),Landslide (wet),MMR,Myanmar,South-eastern Asia,0.0,2005,9,14.0,2005,9,15.0,17.0,16.0,1275.5,16.0,20565.5,62.25647852982311
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,3200.0,2005,9,11.0,2005,9,12.0,12.0,21.0,25450.0,20000.0,107022.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2005,9,11.0,2005,9,13.0,25.0,8.0,1350000.0,1350008.0,2810952.0,62.25647852982311
Meteorological,Storm,Storm (General),IND,India,Southern Asia,144.0,2005,5,4.0,2005,5,4.0,11.0,20.0,40000.0,20.0,97437.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2005,9,1.0,2005,9,1.0,159.0,52.0,19624000.0,19624000.0,3051891.0,62.25647852982311
Meteorological,Storm,Storm (General),VNM,Viet Nam,South-eastern Asia,144.0,2005,8,13.0,2005,8,16.0,13.0,52.0,6500.0,6500.0,97437.0,62.25647852982311
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,90160.0,2005,8,13.0,2005,8,31.0,21.0,40.0,119270.0,119310.0,194357.0,62.25647852982311
Hydrological,Flood,Flash flood,TUR,Türkiye,Western Asia,1670.0,2005,8,2.0,2005,8,3.0,7.0,21.0,25450.0,20000.0,107022.0,62.25647852982311
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,4.9,2000,8,21.0,2000,8,21.0,1.0,211.0,12426.0,177611.0,78331.0,54.89515197353657
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,55740.0,2005,7,2.0,2005,7,15.0,62.0,21.0,49000.0,49000.0,107022.0,62.25647852982311
Hydrological,Flood,Flash flood,KOR,Republic of Korea,Eastern Asia,9970.0,2005,8,2.0,2005,8,4.0,18.0,21.0,13010.0,14510.0,107022.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,260.0,2005,7,15.0,2005,7,19.0,9.0,52.0,1000000.0,1013000.0,1606259.0,62.25647852982311
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,29905.0,2005,7,7.0,2005,7,27.0,23.0,21.0,1000000.0,1000000.0,107022.0,62.25647852982311
Hydrological,Flood,Flash flood,PRK,Democratic People's Republic of Korea,Eastern Asia,2590.0,2005,6,30.0,2005,6,2.0,193.0,205.0,25450.0,16298.0,107022.0,62.25647852982311
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,29905.0,2005,6,16.0,2005,6,17.0,48.0,40.0,25450.0,5040.0,107022.0,62.25647852982311
Meteorological,Storm,Storm (General),THA,Thailand,South-eastern Asia,144.0,2005,5,21.0,2005,5,21.0,12.0,52.0,1500.0,1500.0,395.0,62.25647852982311
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,1730.0,2005,4,26.0,2005,4,27.0,47.0,18.0,750.0,768.0,107022.0,62.25647852982311
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,0.0,2005,4,12.0,2005,4,12.0,10.0,46.5,26000.0,26000.0,23153.0,62.25647852982311
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,275300.0,2005,3,5.0,2005,3,25.0,200.0,3.0,11000.0,11003.0,107022.0,62.25647852982311
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,144.0,2005,2,28.0,2005,2,28.0,1.0,2481.0,40000.0,2481.0,97437.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,120.0,2005,3,15.0,2005,3,17.0,18.0,52.0,11.0,11.0,97437.0,62.25647852982311
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,46050.0,2005,3,5.0,2005,3,5.0,3.0,21.0,25450.0,1500.0,107022.0,62.25647852982311
Meteorological,Storm,Storm (General),AFG,Afghanistan,Southern Asia,144.0,2005,1,,2005,1,,260.0,52.0,22656.0,22656.0,8031.0,62.25647852982311
Meteorological,Storm,Storm (General),BGD,Bangladesh,Southern Asia,144.0,2004,7,17.0,2004,7,17.0,12.0,100.0,1000.0,1100.0,97437.0,60.21357973293278
Meteorological,Storm,Tornado,BGD,Bangladesh,Southern Asia,144.0,2004,5,13.0,2004,5,13.0,10.0,50.0,40000.0,4050.0,97437.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,90.0,2004,12,4.0,2004,12,4.0,3.0,52.0,40000.0,14400.0,97437.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2004,11,26.0,2004,11,26.0,56.0,52.0,500000.0,500000.0,38197.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,205.0,2004,10,22.0,2004,10,25.0,7.0,100.0,1600.0,1700.0,97437.0,60.21357973293278
Hydrological,Flood,Flash flood,THA,Thailand,South-eastern Asia,29905.0,2004,9,15.0,2004,9,15.0,2.0,21.0,2000.0,2000.0,107022.0,60.21357973293278
Hydrological,Flood,Riverine flood,PRK,Democratic People's Republic of Korea,Eastern Asia,29905.0,2004,9,11.0,2004,9,13.0,19.0,21.0,450.0,450.0,107022.0,60.21357973293278
Hydrological,Flood,Riverine flood,KOR,Republic of Korea,Eastern Asia,29905.0,2004,9,11.0,2004,9,12.0,19.0,21.0,3190.0,3190.0,1739.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,144.0,2004,9,12.0,2004,9,14.0,9.0,52.0,6000.0,6000.0,4501.0,60.21357973293278
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,362800.0,2004,9,2.0,2004,9,7.0,222.0,10000.0,8240000.0,8253000.0,782216.0,60.21357973293278
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,154400.0,2004,8,6.0,2004,8,30.0,9.0,21.0,500000.0,500000.0,107022.0,60.21357973293278
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,144.0,2004,5,26.0,2004,5,30.0,46.0,4000.0,40000.0,46000.0,97437.0,60.21357973293278
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,29905.0,2004,6,22.0,2004,6,23.0,19.0,21.0,556000.0,556073.0,107022.0,60.21357973293278
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,29905.0,2004,7,14.0,2004,7,17.0,5.0,21.0,25450.0,20000.0,107022.0,60.21357973293278
Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,37430.0,2004,7,5.0,2004,7,13.0,185.0,15.0,800000.0,800015.0,107022.0,60.21357973293278
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,90.0,2004,6,1.0,2004,6,4.0,12.0,7.0,40000.0,1007.0,465.0,60.21357973293278
Meteorological,Storm,Storm (General),THA,Thailand,South-eastern Asia,144.0,2004,5,20.0,2004,5,23.0,13.0,52.0,5000.0,5050.0,97437.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,MMR,Myanmar,South-eastern Asia,160.0,2004,5,19.0,2004,5,19.0,236.0,52.0,40000.0,25000.0,1143.0,60.21357973293278
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2004,4,22.0,2004,4,22.0,13.0,7.0,1275.5,7.0,20565.5,60.21357973293278
Meteorological,Storm,Tornado,BGD,Bangladesh,Southern Asia,120.0,2004,4,14.0,2004,4,15.0,76.0,3000.0,40000.0,13000.0,97437.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,IDN,Indonesia,South-eastern Asia,144.0,2004,3,30.0,2004,3,30.0,12.0,52.0,1315.0,1315.0,97437.0,60.21357973293278
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.5,2004,3,24.0,2004,3,24.0,7.0,100.0,190000.0,190100.0,122896.0,60.21357973293278
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,280.0,2004,2,18.0,2004,2,23.0,5.0,21.0,13000.0,13000.0,99645.0,60.21357973293278
Meteorological,Storm,Blizzard/Winter storm,SYR,Syrian Arab Republic,Western Asia,150.0,2004,2,22.0,2004,2,22.0,5.0,180.0,40000.0,180.0,97437.0,60.21357973293278
Meteorological,Storm,Severe weather,IDN,Indonesia,South-eastern Asia,75.0,2004,2,3.0,2004,2,5.0,4.0,52.0,2400.0,2400.0,97437.0,60.21357973293278
Climatological,Drought,Drought,IDN,Indonesia,South-eastern Asia,3500.0,2003,8,,2003,8,,37.0,45.5,15000.0,15000.0,1705.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2003,7,30.0,2003,7,31.0,12.0,52.0,3748.0,3748.0,249.0,58.6435529778532
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,29905.0,2003,10,3.0,2003,10,25.0,19.0,21.0,25450.0,20000.0,107022.0,58.6435529778532
Meteorological,Extreme temperature,Cold wave,BGD,Bangladesh,Southern Asia,35.0,2003,12,15.0,2004,12,,153.0,200.0,75000.0,200.0,90654.0,58.6435529778532
Hydrological,Mass movement (wet),Landslide (wet),PHL,Philippines,South-eastern Asia,0.0,2003,12,19.0,2004,12,7.0,255.0,54.0,217934.0,217988.0,11937.0,58.6435529778532
Hydrological,Flood,Flash flood,MYS,Malaysia,South-eastern Asia,29905.0,2003,11,29.0,2003,11,2.0,5.0,21.0,3000.0,3000.0,107022.0,58.6435529778532
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,4.7,2003,11,26.0,2003,11,26.0,7.0,4.0,10000.0,10004.0,104477.5,58.6435529778532
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2003,11,18.0,2003,11,18.0,12.0,52.0,1720000.0,1720000.0,335822.0,58.6435529778532
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.6,2003,11,14.0,2003,11,14.0,4.0,65.0,490000.0,493065.0,104477.5,58.6435529778532
Hydrological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,29905.0,2003,11,11.0,2003,11,11.0,12.0,50.0,25450.0,50.0,107022.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,KOR,Republic of Korea,Eastern Asia,216.0,2003,9,12.0,2003,9,12.0,130.0,52.0,65000.0,80000.0,7673478.0,58.6435529778532
Meteorological,Storm,Storm (General),JPN,Japan,Eastern Asia,144.0,2002,12,9.0,2002,12,9.0,12.0,228.0,40000.0,228.0,97437.0,57.34184015407783
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,200.0,2003,7,19.0,2003,7,23.0,21.0,52.0,14280.0,14280.0,45134.0,58.6435529778532
Hydrological,Flood,Flash flood,BGD,Bangladesh,Southern Asia,4230.0,2003,6,19.0,2003,6,3.0,65.0,21.0,500000.0,500000.0,107022.0,58.6435529778532
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,29905.0,2003,6,11.0,2003,6,10.0,142.0,21.0,4550000.0,4550000.0,107022.0,58.6435529778532
Hydrological,Flood,Riverine flood,TJK,Tajikistan,Central Asia,1700.0,2003,6,6.0,2003,6,10.0,6.0,21.0,975.0,1755.0,34104.0,58.6435529778532
Meteorological,Extreme temperature,Heat wave,IND,India,Southern Asia,49.0,2003,5,14.0,2003,5,6.0,1210.0,472.0,75000.0,5100.0,682087.0,58.6435529778532
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,7.0,2003,5,26.0,2003,5,26.0,7.0,143.0,2160.0,2303.0,397316.0,58.6435529778532
Hydrological,Mass movement (wet),Landslide (wet),PAK,Pakistan,Southern Asia,0.0,2003,5,2.0,2003,5,2.0,12.0,13.0,1275.5,300.0,20565.5,58.6435529778532
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,3000.0,2003,3,26.0,2003,3,27.0,19.0,21.0,25450.0,1370.0,1429.0,58.6435529778532
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,317900.0,2003,5,15.0,2003,5,21.0,38.0,5260.0,4360000.0,4370986.0,272835.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,120.0,2003,5,4.0,2003,5,4.0,23.0,400.0,40000.0,400.0,97437.0,58.6435529778532
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,6.4,2003,5,1.0,2003,5,1.0,177.0,520.0,245000.0,290520.0,230204.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,100.0,2003,4,22.0,2003,4,22.0,45.0,4000.0,40000.0,4600.0,97437.0,58.6435529778532
Meteorological,Storm,Storm (General),OMN,Oman,Western Asia,144.0,2003,4,14.0,2003,4,19.0,30.0,52.0,40000.0,14400.0,1705.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,144.0,2003,2,18.0,2003,2,18.0,5.0,52.0,140.0,140.0,97437.0,58.6435529778532
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,5.5,2003,1,23.0,2003,1,23.0,7.0,2.0,2500.0,2502.0,104477.5,58.6435529778532
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2003,1,31.0,2003,1,31.0,10.0,13.0,20.0,20.0,20565.5,58.6435529778532
